question	category
非开发商的原因造成的逾期办证，开发商是否需要承担责任？	923
房屋“主体结构质量”是否合格如何确定?	1059
离婚前的一方债务，离婚后另一方要不要负？	779
工伤一般怎么赔偿	136
劳动合同的签订主体是谁？	2650
消费者提起投诉的方式有哪些？	2052
不同意公司调岗离职是否可以申请赔偿?	239
借款合同要怎么写？	891
赡养费起诉要起诉所有子女嘛？	1255
法律援助怎么申请	1063
怎么改变法院判决的抚养权	19
药品是指什么？	2543
请问交通事故起诉书怎么写？	623
员工招聘中的法律风险防范？	526
还没到借条约定的还款日期，我能提前收回借款吗？	842
事实收养公证的法律效力是什么?	1142
劳务合同与劳动合同是一样的吗？	146
整形人听从医生的建议导致手术失败，可以要医院赔偿吗？	2507
民间借贷中预先从借款中扣除利息的法律后果	899
一般工伤认定时效已过该怎么办呢？	223
离婚后男方不给抚养费	28
找不到结婚证了，还可以办理离婚吗？	12
女员工生育期间单位可以不发工资吗？	507
申报工伤认定有没有时间限制？	730
债权移转	1854
交通事故如何进行调解	741
申请工伤赔偿的流程是什么？	192
你好,在什么情况下可以自动离婚呢?	76
拆迁房屋的继承公正	975
什么是仲裁裁决的撤销？	3481
残疾人可以收养小孩子吗?	1109
劳动仲裁的流程是怎么样的？	220
朋友借高利贷后跑路 作为担保人需要帮他还钱吗?	874
劳动人事法律之招聘录用之法律风险防范？	526
发生交通事故,对方全责却拖着不付修理费？	624
在上班时间死亡的，算不算工伤死亡？	169
交通事故调解协议书签字后还能反悔吗	712
抚养权	1359
借款人跑了，担保人还要为借款人还钱么？	855
什么情况下法院可以判自动离婚	76
收养协议？	1365
哪些工种可以提前退休?	197
不让我看孩子怎么办	18
离婚后对方改小孩名字怎么办？	24
交通事故赔偿诉讼流程是怎样的？	616
申请远程帮教会见应具备哪些条件？	3176
哪些情况才属于工伤？	154
公司经营困难员工的工资怎么办？	500
员工升职或者调岗，单位再次约定试用期合法吗？	445
被继承人立了多份遗嘱，怎么处理？	407
如何办理婚前财产约定协议公证?	996
如何赔偿计算扶养人的生活费？	2481
业主委员会的含义是什么？	2326
离婚给孩子多少抚养费	21
交通事故判决书已经出来对方不给一分钱怎么办呢？	688
婚后老公借的钱,要离婚了,我要一起还吗	84
签了断绝父子关系协议书,还有义务赡养老父亲吗?	1232
优先受偿	1850
婚假期间有工资吗？	227
如果没有保险，一次性就业补助金由单位负责还是社保局？	411
申请强制执行需要注意哪些问题？	814
我借出去的钱人死了我该找谁要？	783
继承公证收费标准问题	1004
在什么情况下，儿媳才能作为继承人继承公婆遗产?	361
后续治疗费 评定标准	653
试用期企业不交社保，怎么处理？	302
领结婚证要带哪些材料啊?	367
借给朋友的钱，没有借条，已有聊天记录，这个钱能要回吗？	786
物业公司是否可以未经小区业主的同意将部分物业管理服务委托给其他公司？	2131
交通事故诉讼费怎么算的	657
诉讼时效规定？	1046
医院能否随意处分死胎？	2470
工伤认定一般要多久才能出结果	789
对员工调岗调薪如何处理才更无风险？	544
减刑由谁提出？	3456
想要申请复核需要准备哪些材料？	735
赡养费标准的法律依据是什么	1246
交警有权扣车扣驾驶证吗?	756
亲属关系公证书怎么办?	1038
工伤保险如何报销，需有哪些资料？	175
停工留薪期间工资怎么支付	226
交通事故赔偿纠纷	1617
申请财产保全需要提供担保吗？	831
什么是房屋面积误差,发生房屋面积误差该怎么办?	941
交通事故起诉期限是多长时间	631
领导不同意离职怎么办	189
发生医疗纠纷，能否拒付医疗费？	2449
医疗机构未尽术后注意义务，手术引发并发症，患者能否要求赔偿？	2399
减刑需满足什么条件？	3395
这样的伤情可以鉴定为几级工伤 ？	186
离婚协议约定一方不付抚养费吗	31
离职了去办失业证是不是有时间限制的呀？	325
婚前一方出首付买了房 离婚时房子怎么办	48
要求员工支付服务期违约金要满足哪些条件？	532
失业保险关系怎么转？	304
受工伤的员工能不能享受正常的年休假？	473
什么人可以签订竞业限制协议？	2746
修理者的三包义务有哪些？	2178
如何写民事再审申请书？	2534
请问婚姻中出现问题，不离婚，法院给调解吗	1863
快速理赔的流程是怎样的	762
家暴后伤情鉴定怎么做	1818
试用期员工工作未达到标准，可以扣工资吗？	2710
双方签了和解协议 能否反悔	712
经营者不给退货怎么处理退款	2150
公司聚餐后回家路上出车祸算不算工伤？	703
继子女可以继承财产吗？	336
要如何处理存款？	40
请教办理房产证的流程是什么?	918
我想申请劳动仲裁要些什么材料	153
婚前我的父母首付买的房子，婚后双方一起还贷的，离婚时怎么分？	52
单位拖欠工资，员工辞职，要单位支付经济补偿合理吗？	498
被公司辞退了可以拿到就业补助助金吗？	206
断绝父子关系的，如何继承遗产？	379
护理假有多少天？	2816
小孩子的出生公证如何办理	1033
工伤员工未休年休假，可以享受300%的工资报酬吗？	473
劳动者解除劳动合同，用人单位应当支付经济补偿金的情形？	3621
探亲假享受哪些待遇？	3572
哪些情况属于无证驾驶或视为无证驾驶？	747
收养一名弃婴,收养人有哪些手续需要办理?	1124
社会医疗保险	1739
小区共用设施归谁所有?	2223
如何办理协议离婚？	91
未成年因赌博欠下的借款，父母要偿还么？	851
孩子的抚养费每月应该给多少	21
《劳动合同法》施行后经济补偿金的计算标准？	3613
业主知情权的含义是什么？	2336
劳动争议诉讼的诉讼费事如何收取的	278
鉴定机构不同鉴定结果会有区别吗？	727
未办理收养手续的收养关系是否成立？	1119
哪些情况下用人单位不可以与劳动者约定试用期？	290
工龄认定需提供那些证明材料？	267
允许同性家庭收养子女吗？	1114
出国留学的出生公证如何办理?	1033
在中国内地同性恋可以领证结婚吗	130
仲裁生效后可以起诉吗	231
用人单位如何保留好员工违反规章制度的证据？	2636
借条怎样写才具有法律效力	891
仲裁流程	220
帮我查询一下社区矫正	3181
取保候审保证金具体多少钱？	767
什么时候需要做劳动鉴定，有时间限制吗？	183
职工不服仲裁裁决,向哪个法院起诉	261
工资	1321
交房了,开发商要求补差价,合理吗?	952
劳动合同必须具备什么条款？	335
有什么程序要走吗？罪犯想要和外界通信？	3524
确实属于工伤认定范围，但由于提供材料不属实，并认定为不是工伤的，应该怎样被重新认定。	568
离婚需要哪些证件？	14
和妻子分居快到2年了！问是不是法律上算离异了没有！新婚姻法有没有规定呢	1861
在上下班途中发生交通事故？	790
单位可以用奖金替代加班费吗？	518
小区里的树倒了砸到人该如何？	2304
对方提起离婚诉讼,我不同意,我该怎么做?	8
物业公司对于物业费的收支情况是否应当向业主公布？	2110
消费者在经营场所消费过程中车被盗，是否可以要求经营者赔偿	2161
收养孩子需要哪些条件?	1223
离婚手续费要花多少钱?	10
申请证据保全公证提交哪些材料	990
孩子的抚养权法院会怎么判	17
医疗纠纷和解协议书怎样写？	2527
职工休婚假需要发工资吗？	509
请问工伤鉴定可能为几级？	186
用人单位应当从什么时候开始为劳动者缴纳社会保险？	549
哪种交通事故可以适用快速理赔程序处理？	764
哪些债务属于夫妻共同债务？	87
整形人因为医疗整形造成身体其他部位不适，能否让医院赔偿？	2506
离婚时怎么分割债权？	5
我想辞职，单位不让走，怎么办？	189
患者因住院输血感染乙肝病毒造成损害的，谁来担责？	2460
单位不和我签订劳动合同怎么办？	132
没有继承人遗产如何处理？	1279
如何收养打拐解救儿童？	1176
立遗嘱人不识字不会写字，怎么办？	1271
误工费的计算标准	645
如何进行交通事故调解?	741
不服交通事故责任认定该如何救济?	732
如果要请律师，律师费大概是多少？	929
对于单位经常加班的问题，我们可以在解除合同的基础上要求赔偿吗？	259
多份遗嘱的效力如何认定？	407
叔叔收养侄女受相差40岁的年龄限制吗？	1113
夫妻离婚欠的钱应该怎么还？	6
我们有四个孩子，抚养权会怎么判决？	27
申请法律援助需要多久可以申请下来？	1075
放弃继承还要偿还被继承人的债务吗？	1284
买了商品房没有房产证	2018
什么是仲裁费用？	3484
什么情况才算破坏军婚?	117
单位应该什么时候为新入职员工购买社保,如何维权？	549
买房交定金要注意什么	949
网贷不还会怎么样	852
用人单位能否与劳动者约定加班不支付加班费？	3017
收养关系法定解除条的情形？	1216
生产者在哪些情况下不用承担责任	2090
我想要小孩抚养权	17
让社区服刑人员带定位手环合法吗？	3302
子女未尽赡养义务是否丧失继承权	1210
协议离婚孩子归男方，现在我想要回孩子可以吗？	107
单位不帮忙缴纳住房公积金怎么办？	312
离婚判决书	1353
交通伤残鉴定所需资料	660
住房公积金的缴纳标准是什么？	310
单位不买社保，员工要怎么办？	314
劳动争议仲裁裁决后一方应向哪一级法院起诉?	261
借款人到期不还款,债权人可直接起诉连带担保人	873
信用卡逾期不还银行会有哪些手段	881
如何申请支付令？	824
我要辞职但单位说缺人不让走怎么办？	189
交通事故处理中,车子被扣期间需要交停车费吗?	758
夫妻分居满两年后婚姻关系是否可自动解除	90
债务人	1820
非全日制用工的薪酬应如何计算？	499
劳动合同无效的法定情形有哪些？	2683
什么是客观性病历？	2542
口头约定试用期一个月，过完试用期，公司以不符合转正条件为理由解除劳动关系是否合适？	2700
认定为工伤的情形包括哪些？	562
个人办理一般社保登记信息变更需要提供哪些材料？	320
产前检查过错致缺陷婴儿出生，医院是否担责？	2466
什么情况下可以请求精神损害赔偿？	2474
一次性工亡补助金是不是单位给？	604
社保拖欠	316
企业可以和哪些人员签订竞业限制的合同？	440
人民法院在何种情况下可以不予执行仲裁裁决？	3477
车辆追尾了怎么办	695
待遇	1321
劳务派遣工的加班费由谁承担？	849
驳回诉讼请求	1653
重新审议，需要多长时间？	1077
公司可以借款给个人吗?	880
出差途中出车祸 到底是不是工伤？	165
劳务派遣中不签订2年以上固定期限劳动合同的后果？	3744
怎么样算醉驾	749
医生用药不当，谁来承担责任？	2390
交警一般要多久出具事故责任认定书？	729
企业能不能规定员工请假过多，社保由自己承担？	490
离婚了小孩户口怎么办	23
无证驾驶要受到什么处罚?	746
辞职后未办理失业登记具体什么时候去？	325
农村户口受害人能否按城镇标准获得赔偿?	626
面对物业乱收费，业主可以采取哪些措施呢？	2195
渣土车致人死亡	1651
休完产假回来公司如何给员工调岗？	546
劳务派遣员工的加班费应当由哪一方发放？	849
婚姻法婚前财产分割	1785
农村户籍按照城镇标准进行赔偿的几种情形	626
没有结婚证怎么给小孩上户口	128
劳动仲裁裁决书已经生效了,对方还可以上法院起诉吗	231
发生交通事故小车被扣留后怎么处理	757
患者身体健康权是指？	2364
开车撞死了人 要做多久的牢	772
开发商迟迟不给办房产证可以要求退房吗?	919
规章制度与劳动合同不一致时怎么办？	349
整形人因美容整形受损，医疗机构要担什么责？	2504
什么是社区戒毒？	3365
哪些人不需要申请就可以获得法律援助？	1084
竞业限制的期限有没有什么特殊的规定？	432
我被别人的小车撞了?现在住院了?对方全责。能赔偿多少钱	634
交警有没有理由扣我们的车	756
领养孩子协议怎么写?	1190
哪些调解申请，人民调解委员会不会处理？	3212
罪犯有哪些基本权利？	3317
民事答辩状怎么写？	2531
交通肇事逃逸,保险公司是否该赔?	710
人身损害的赔偿范围	2087
申请工伤认定时注意事项有哪些？	726
异地可以办理复婚手续吗？	110
有的用人单位在合同中约定“单位可以根据实际生产经营变化需要调整劳动者的工作岗位，劳动者必须服从单位安排”，这样的条款是否有效？	2692
申请劳动能力鉴定需提供的材料是什么？	590
老公开车撞死人,没钱赔,怎么办?	696
怎样办理遗嘱公证	976
在没领证的情况下，能否追回对方索要的彩礼？	67
现在领结婚证需要多少钱?	363
解除收养关系需要满足什么条件,途径有哪些	1152
出嫁女儿能继承父母的遗产？	341
伤残津贴是如何计算？	605
作为送养人应具备的条件有哪些	1157
发生交通事故后,是选择诉讼好还是选择和解好？	803
女儿出嫁多年，就不能继承父母遗产吗？	341
对责任认定不服的怎么办?	732
用人单位能够以劳动者存在违纪或者失职行为进行调岗吗？	2772
死亡抚恤金是否属于个人遗产？	395
劳动合同法定条款有哪些？	2669
儿媳、女婿能继承到公婆、岳父母的遗产吗？	361
劳动者遇到哪些情况可索求经济补偿？	359
异地能办理复婚手续吗	110
担保赌债，该怎么处理？	858
失业金领取材料有什么？	324
兄弟俩赡养父母的方式	1218
离婚对方不迁户口怎么办？	105
收养登记？	1383
什么情况下收养无效	1151
交通警察在什么情况下可以扣留机动车驾驶证、行驶证?	756
丧葬费怎样赔偿？	2480
民间借贷中，父债子偿真的是天经地义的事吗？	845
车辆没有交强险上路出了车祸承担责任吗?	718
民间借贷诉讼证据有哪些？	812
做伤残鉴定需要些什么材料	660
结婚证找不到可以办离婚手续吗?	12
结婚证不见了怎么办理离婚?	12
工伤事故处理流程	190
怎么样才能办理取保候审？	766
父债子偿吗？	845
与儿断绝父子关系 老了能要赡养费吗?	1232
中信银行信用卡解冻的方法及冻结原因是什么?	889
一般工伤鉴定要多久出结果	789
伤残鉴定在哪里做都可以吗	667
公司员工发生工伤后该如何处理？	489
在医疗期内辞退我我该怎么办？	242
现在办结婚证还要不要村委会的婚姻证明呢？	1913
担保合同中约定担保人承担连带责任保证，保证期间是多长？	869
子女不赡养父母,应该承担怎样的法律后果?	1211
企业为职工只缴纳社会保险中的工伤保险可以吗?	448
安排员工值班是否支付加班工资？	511
劳动仲裁结果下来企业不执行怎么办	246
如何办理公证委托书	979
哪些房屋质量问题可以退房？	1055
劳务	1313
没有领取结婚证,怎么办理离婚	97
如何办理房屋赠与合同公证?	982
我想报名法律职业资格考试，需要什么条件？	3240
事故发生时没有及时报警，事后报警有用吗？	739
规章制度如何进行管理？	2635
用人单位在哪些情况下可以代扣劳动者工资 ？	508
售房委托公证书如何办理?需要准备哪些材料?	997
去哪里结婚？	1947
什么是本人工资？	2865
延期交房违约金过低怎么办？	962
开发商迟迟不给我办理房产证我该怎么办？	917
开车撞到人，到底该不该先垫付医药费？	633
工伤认定有时间限制吗？	730
房产继承手续怎么办？	911
单位能否单方变更劳动合同?	3693
不发加班费，维权需要哪些证据？	265
谈和解有哪些技巧吗？	707
隔代收养需要满足哪些条件？	1104
员工旷工，单位可以停缴保险吗？	455
小区保安打业主或访客，物业服务企业是否应当承担赔偿责任？	2191
未办理收养登记，是否成立收养关系?	1119
发生交通事故对方全责可以要求哪些赔偿	622
对职业病诊断有异议怎么做？	575
农村婚前自建房离婚怎么分	50
员工患职业病，单位要赔多少？	613
哪些情况下银行有权提前收回贷款?	887
夫妻之间的借款合同是否有效?	80
因同一伤病患者在多个医疗机构接受诊疗受损，谁来承担责任？	2365
交通事故在哪里起诉?	618
工作期间被第三人打伤,若第三人赔偿完,工作单位还需要赔偿吗？	485
严重违反规则制度，公司将其解雇后，要保留哪些证据？	465
哪些情形下可要求用人单位支付双倍经济补偿金？	1908
社区服刑人员违反禁止令会如何？	3284
法律援助需要付费吗?	1079
交通事故认定书改判	732
续签劳动合同要不要重新约定试用期？	444
如何认定工伤？	160
公司录用通知的法律效力如何？	417
业主能否直接要求撤销业主委员会与物业服务企业签订的物业服务合同？	2115
劳动合同主体变更，企业应当怎么处理员工的劳动合同？	3653
签署离婚协议后,对方拒不履行怎么办?	119
工伤报销需要些什么材料？	558
离婚怎么收费？	10
收养的子女是否享有继承权？	330
收到员工的辞职信，HR应该注意哪些事项？	2785
如何办理赠与合同公证?	982
婚假是多少天？	351
借条过了两年还能否要回借款？	784
职工的试用期遇到法定节假日，可以顺延吗？	516
借款到期后,是否重新写借条	894
捡来的孩子可以自己养吗？	1108
怎样进行房屋买卖合同公证	981
怎样要求赔偿？	2312
考试报名的官方网站？	3334
婚前购买的车子如何分？	68
发生交通事故受伤后,交强险赔自己吗	677
交通事故调解程序怎么走	741
劳动仲裁多少钱	276
公司没和我签劳动合同怎么办	132
员工离职不办工作交接,企业有权拒付经济补偿？	496
公司规定可以延长员工的试用期，请问合法吗？	1294
公司因经营困难要解雇员工，合法吗？	241
法定休息日	1532
公司不签定劳动合同怎么办？	132
员工离职时没说明被迫解除理由，离职后能否主张被迫解除合同经济补偿金？	3058
如今彩礼都收多少钱?	366
单位破产	1478
借车	1986
休假	1800
患者在诊疗过程中遭受人身损害，谁来承担责任？	2366
申请强制执行需要带哪些材料？	815
离婚的起诉状如何写？	16
能收集什么诉讼证据？	2299
离职经济补偿金	236
如果赌博欠高利贷不想还了，报警。 钱可以不换了吗？	841
交通事故责任认定的标准是怎样的	731
交通事故责任认定书复核申请需要递交哪些材料?	735
我在去上班的路上发生车祸,算不算工伤	719
你好在吗 婚姻事件想咨询一下 有些事不懂	1606
未成年人因赌博欠下的借款，父母要偿还吗？	851
单位未履行告知义务有什么法律风险？	2593
工伤认定需要多久才能出来结果?	789
工伤伤残津贴由谁支付？	414
工作中受伤了算不算工伤?	168
什么情况下能申请支付令？	825
公司能不能和大学生签订劳动合同？	439
什么是实发工资？	2863
接到急救电话未及时出诊，医院要不要承担责任？	2429
术后产生并发症导致患者死亡的，医疗机构要不要担责？	2430
法律援助需要满足什么条件?	1066
年休假如何安排	1234
打交通事故官司其流程是怎样的?	616
企业一般可以规定多长的试用期？	441
产前假是什么意思？	2790
公司借款给个人合法吗	880
交定金的时候需要注意什么	949
公司现在因为生产经营困难要解雇我，合法律规定吗？	241
劳动者在什么情形下辞职，可以要求单位支付经济补偿？	236
孩子的户口在离婚后要怎么办	23
婚前购买的房子只是为我个人所有吗？	43
单位不安排年休假怎么办？	277
死亡赔偿金算遗产吗？	391
如何申办遗嘱公证?	976
学生兼职有劳动关系吗	439
如何办理取保候审,取保候审的程序是什么?	766
单位不给年休假，我该怎么办？	277
民事诉讼中对鉴定意见不服怎么办?	1186
婚内夫妻间借款，离婚时应该偿还吗？	80
婴儿在医院被偷，医院要担何责？	2404
离婚后彩礼怎么分	38
用人单位强行调岗	143
用人单位不给签订劳动合同	132
怎么申请法律援助？	1063
高速上撞车了	1987
非开发商原因导致逾期办理产权证书，开发商应否承担违约责任？	923
业主有权查阅物业的承接验收资料吗？	2098
医院的告知说明义务包括哪些内容？	2380
物业公司不具备法人资格和物业服务资质，所签订的合同有效吗？	2181
新员工入职的，企业应该在什么时间与其签订劳动合同？	523
婚姻状况公证（涉外）怎么办理？	1037
签订和解协议后当事人可以反悔吗	712
申请工伤认定有哪些注意事项？	726
如果父母怎么都不肯给户口本我去领证怎么办	129
诉讼费该算多少?	657
企业之间的借款合同是否有效?	878
老人分家不公平,以后赡养老人是否是相同的责任	1233
出差期间发生交通事故，属于工伤吗？	165
离婚一方有过错的认定	2028
什么是患者隐私权？	2360
公司裁员的条件有哪些？	3069
企业裁员	238
商业秘密的构成要件有哪些？	2965
婚前房产离婚怎么分	43
试用期辞职有多少工资？	271
法定节假日值班的工资怎么算？	501
农民工工地受伤单位赔不赔？	597
个人借贷利息多少合法?	901
对仲裁裁决书不服向法院一审起诉要准备什么材料	282
定金有什么需要注意的？	949
6级工伤	2005
遗嘱有哪些形式？	1267
在小区被保安打了，能找物业公司负责吗？	2191
黑人问号	1885
形成事实收养要几年？	1132
在什么情况下消费者可以退货	2120
律师一般怎么收费的?	648
交通事故索赔，和解和诉讼哪个更有利？	803
劳动仲裁出结果一般需要多长时间	233
开发商延期交房的违约金是怎么计算的？	943
下班后,参加完公司部门聚会,在回家路上发生车祸,算不算工伤呢	703
破坏军婚罪的行为包括	117
仲裁流程和步骤	220
员工请假超过多少天,社保单位部分自己承担的规定违法吗？	490
服装使用说明书应包含哪些内容	2186
劳动合同纠纷,仲裁书面申请怎么写?	179
如何合法辞退不能胜任工作的员工？	458
军人离婚	1471
非全日制用工工资支付周期是按月的吗？	505
赠与能否撤销？	1270
年休假时的工作年限是如何计算的？	495
在上下班的路上出的事故,算工伤吗?	719
离婚了，财产如何让分配	4
应该去哪里起诉离婚?	13
失业登记	1742
单位拖欠了员工工资，员工辞职了要不要给经济补偿？	497
未成年的社区矫正人员怎样执行？	3294
法院不给立案	1969
到法院起诉、起诉费多少钱呀	1249
结婚后借钱给别人了打的老婆的名字现在要离婚怎么分?	79
招标投标公证怎么办理？	988
综合计算工时制下的加班工资如何计算？	2898
劳动合同仅约定试用期的怎么办？	538
交强险能赔付自己车吗	677
怎么办招标投标公证	988
办理出生公证需要的材料	1033
用人单位不安排劳动者休年休假的法律责任？	277
单位为员工解决户口问题，可以和员工约定服务期吗？	537
有第一顺序继承人存在的，遗嘱继承人可以是第二顺序继承人吗？	298
房屋面积误差怎么算？	950
哪些人可以提前退休	197
离婚时,哪些存款属于夫妻共同财产?	41
员工服役时因公负伤，现在在本单位又旧病复发了，算不算工伤？	586
离婚诉讼的手续	92
经营者发布虚假广告误导消费者的责任承担	2092
未买交强险出事故,怎么担责	718
申请工伤有没有时间限制？	159
交通事故要不要先垫付	633
试用期员工患病能否以不符合录用条件解雇？	3551
无证驾驶的情形有哪些?	747
酒后驾驶发生交通事故,保险公司是否应当赔偿	710
申请劳动能力鉴定需要提交的材料有什么？	590
经营者应履行的义务有哪些？	2043
收养社会福利院的孩子需要什么条件吗？	1128
退休返聘人员的工资要如何计算？	504
遗腹胎儿也有继承权吗？	374
单位工伤保险报销流程是怎么样的？	561
事故后扣车要什么时候才可以提车?	759
单位不按照法定的节假日放假应该怎么办 不放假能强制执行吗？	317
申请工伤赔偿的劳动仲裁需要什么？	350
客观题和主观题两部分考试的考区考点分别是怎样设置的？	3272
哪些情形可以认定为工伤?	562
对未成年人应该采取什么样的方式进行社区矫正？	3294
房屋认购协议在什么情况狂下可认定为正式房屋买卖合同？	945
已出嫁的女儿还能继承父母的遗产吗？	341
交警不出责任认定书怎么办	740
产假应该是多少天?	343
什么是财产保全?	1961
拖欠	1323
房屋所有权变更登记（过户）怎么办理？	1008
工伤认定申请需提供哪些材料？	725
发生车祸后该怎么办?	695
不按劳动合同缴纳社保	303
哪些假日属于法定节假日？	328
哪些情况下解除劳动合同，单位不需要支付经济补偿金？	802
进行手术是否需要患者本人签字？	2370
我双重户口，要求我注销一个，老家的户籍上说那个是原始户口不能注销只能注销后登记的怎么才能保留虽然后登记的但是一直使用的户口呢？	1944
我是民间借贷担保人，借款人不还钱，我该怎么办？	855
加班补偿	148
我在出差时发生车祸，算是工伤吗？	165
伤残津贴应该怎么计算 ？	605
没有劳动合同，如何确定劳动报酬？	2893
需要怎么取证来讨要加班费？	265
我不想离婚该怎么办	3537
对于没有买保险的汽车,发生交通事故后该怎么办?	718
去哪里做伤残鉴定?	667
什么情况下贷款银行有权提前收回全部贷款?	887
办理农转非需要哪些证明材料？	670
抚养费不给怎么办	28
企业可以向个人借款吗？	879
寄养家庭需要哪些条件,寄养家庭的义务有哪些？	1169
女职工怀孕期间能否进行调岗?	201
军队用人单位是否适用人事争议仲裁程序？	3415
起诉状该怎么写？	2303
收养人在收养时可以选择收养成年子女吗？	1101
发生交通事故后逃逸的如何处罚?	755
劳动纠纷案件诉讼费是多少	278
工伤保险待遇与交通事故赔偿可以同时获得吗?	733
司法鉴定一定要本人去吗？	1298
公司可以用奖金替代加班费吗？	518
我老婆在未与我离婚的情况下与他人同居	126
子女不履行赡养义务	1243
同居期间一方借出去的钱归谁所有？	78
没有继承人的遗产怎么处理？	1279
你好，我想咨询一个公证的问题	1881
父母再婚,子女的赡养责任能终止吗	1238
辞职公司不让走	189
开车撞人了，到底要不要垫付医药费？	633
工伤赔偿和交通事故赔偿中重合的部分能得到双份赔偿吗	733
派遣工被辞退有哪些补偿？	214
医疗鉴定机构有哪些？	2486
自己辞职的能不能领取失业保险？	326
断绝亲子关系，还能不能继承遗产？	379
求法定继承人范围？	272
一定要赡养生父母吗	1211
你好，我想咨询个人婚姻问题	1606
分居协议	1729
未投交强险发生交通事故的责任怎么承担？	718
劳动者辞职后单位要给一次性伤残就业补助金吗？	576
借款人如果死亡，由谁来归还借款？	783
什么时间进行工伤伤残等级鉴定最好？	183
带薪年休假的天数如何计算？	3584
上下班出车祸属于工伤吗	719
老板不发工资怎么办 ？	133
公司之前存在拖欠、克扣工资的行为，员工被迫解除要求经济补偿金能否支持？	3059
"违法解除劳动合同的，劳动者要求继续履行的，哪些情形可认定为“确实无法继续履行""?"	3146
工伤认定一般多久出结果	789
用人单位可以代扣劳动者工资的情况有哪些？	508
伤残鉴定去哪里做	667
保全申请书怎么写？	932
房屋质量有问题怎么办	1061
孩子可以归我吗	17
伤残津贴应当如何计算？	212
赡养纠纷必须起诉全部儿女吗?	1255
离婚后,对方不肯迁户口	105
领结婚证的同时户口本上的婚姻状况会不会直接改成已婚？	1904
试用期工资	1755
公司没有与员工签订劳动合同算不算违法吗?	134
外国人在华收养子女登记收养人和送养人需要提供哪些材料？	1134
试用期期间，可以单独签订合同吗？	442
职工养病期间单位需要支付工资吗？	595
医生未尽告知义务不尊重患者知情权擅自切除脾脏，能不能要求医疗机构承担责任？	2372
现公司因我工作失误要辞退我，我该怎么办？	244
婚前男方家里买的房付的首付,婚后是我们俩人一起还的贷离婚时该房产如何分割?	52
劳动能力鉴定是指什么？	140
失效、变质商品	2231
开车撞人了医药费是自己垫 还是直接让伤者找保险公司??	668
医院未履行告知义务，导致新生婴儿出生残疾，是否要承担责任？	2469
派遣期到期怀孕了用工单位辞退有经济补偿吗？	214
劳务派遣工被辞退如何补偿辞退人员？	214
怎么办理房屋买卖合同公证	981
年终奖要规定在合同中吗？	2948
离婚可以异地办理吗？	1650
现在彩礼钱一般会拿多少?	366
用人单位与我进行岗前培训,是否算劳动关系?	434
成立业主委员会需要怎么办？	2140
发生交通事故交强险没买怎么赔付?	718
员工聘用书能否替代劳动合同？	289
父债是不是一定要子还？	845
被公司辞职了怎么办	184
事实收养关系是怎么认定的？	399
怎样区分劳务合同与劳动合同？	146
休产假不发工资可以吗？	507
业主大会的含义是什么？	2324
公司如何制定调岗调薪的规章制度？	556
提请仲裁的条件	2060
开发商迟迟不交房 购房者该如何维权?	948
员工被限制人身自由期间的劳动关系如何处理？	3130
欠钱不还，可以申请强制执行对方抵押的财产吗？	816
父债子还，法律上允许吗？	845
加班不加工资怎么办？	249
劳动者主张加班费，法院如何分配举证责任？	2915
业主委员会不作为怎么办?	2155
胎儿出生后死亡的，保留的遗产份额应该如何处理？	376
专项培训费用如何确定？	2841
借据问题	1881
监狱是什么性质的国家机关？	3297
什么情况下自动离婚	76
抚恤金不是遗产吗？	395
在劳动仲裁期间我可以停止工作吗	401
欠条和借条有什么区别吗？	890
工伤报销医药费时应提供哪些资料?	603
员工休婚假要发工资吗？	509
代签合同具有法律效力吗？	287
祖父无权送养外孙吗？	1164
病假期间工资如何发放？	2918
民间借贷起诉有时间限制吗	813
什么样的规章制度才是有效力的规章制度?	449
员工以单位拖欠工资为由主动辞职，要求单位支付经济补偿合理吗？	498
老年人赡养方式分为哪几种？	1218
谅解书	1782
交通事故复核申请可以有几次？	737
当事人对责任认定不服怎么办?	732
遗嘱公证怎么办理？	976
发生交通事故时第三者责任险如何赔付	711
对交通事故认定有异议申请复核有作用吗？	736
劳动合同主体变更，签订书面协议要注意什么？	3658
交通事故打官司需要准备什么材料	684
地下室的所有权	1979
夫妻同居多久算是合法夫妻，我爸和我姨在一起过七年了现在想分开家产怎么分	42
提出辞职后公司不批准,可以直接走人吗?	461
失业金多长时间内办理有效？	325
认劳动关系	1381
合法的利息是多少？	901
交通事故致一人死亡,入交强险和商业险怎么赔付?	711
单位未给员工缴纳社保，怎么处理？	303
职员拒绝治疗，单位还需要支付停工留薪待遇吗？	479
小区大门的广告收入该属于谁？	2216
交通事故责任认定标准是怎样的	731
非婚生子女抚养费怎么处理	29
医生交接班导致患者误诊，医院是否承担责任？	2384
试用期员工是否享受医疗期待遇？	3552
婚前一方首付买的房子，离婚时怎么分？	48
遗嘱公证需要多少钱?	1004
违约金、逾期利息能否同时主张	905
协议离婚后不履行协议怎么办	119
把自己的信用卡借给别人使用了，现在他不还款我该怎么办？	866
分居，离婚	1547
儿媳对公婆有无赡养义务？	1201
离婚的要件有哪些	1345
什么是司法鉴定协议书？	1183
不履行遗赠赡养协议怎么办	1241
法考选择题和案例题都是机考吗？	3303
未经患者同意让实习生旁观妇科检查，能不能让医院承担侵权责任？	2362
